scenario,column_or_rhs,row_or_bounds,value
SCEN60,y_2_3_2,dem_2_2,1.253152
SCEN60,y_1_1_3,dem_1_3,1.327919
SCEN60,y_1_2_3,dem_1_3,0.829189
SCEN60,y_1_3_3,dem_1_3,1.242861
SCEN60,y_2_1_3,dem_2_3,1.327919
SCEN60,y_2_2_3,dem_2_3,0.829189
SCEN60,y_2_3_3,dem_2_3,1.242861
SCEN61,y_1_1_1,dem_1_1,1.357196
SCEN61,y_1_2_1,dem_1_1,1.291025
SCEN61,y_1_3_1,dem_1_1,1.476201
SCEN61,y_2_1_1,dem_2_1,1.357196
SCEN61,y_2_2_1,dem_2_1,1.291025
SCEN61,y_2_3_1,dem_2_1,1.476201
SCEN61,y_1_1_2,dem_1_2,1.19972
SCEN61,y_1_2_2,dem_1_2,0.559017
SCEN61,y_1_3_2,dem_1_2,0.888982
SCEN61,y_2_1_2,dem_2_2,1.19972
SCEN61,y_2_2_2,dem_2_2,0.559017
SCEN61,y_2_3_2,dem_2_2,0.888982
SCEN61,y_1_1_3,dem_1_3,0.997615
SCEN61,y_1_2_3,dem_1_3,0.804646
SCEN61,y_1_3_3,dem_1_3,1.147681
SCEN61,y_2_1_3,dem_2_3,0.997615
SCEN61,y_2_2_3,dem_2_3,0.804646
SCEN61,y_2_3_3,dem_2_3,1.147681
SCEN62,y_1_1_1,dem_1_1,1.209279
SCEN62,y_1_2_1,dem_1_1,1.055393
SCEN62,y_1_3_1,dem_1_1,0.679552
SCEN62,y_2_1_1,dem_2_1,1.209279
SCEN62,y_2_2_1,dem_2_1,1.055393
SCEN62,y_2_3_1,dem_2_1,0.679552
SCEN62,y_1_1_2,dem_1_2,0.672533
SCEN62,y_1_2_2,dem_1_2,1.296898
SCEN62,y_1_3_2,dem_1_2,1.056551
SCEN62,y_2_1_2,dem_2_2,0.672533
SCEN62,y_2_2_2,dem_2_2,1.296898
SCEN62,y_2_3_2,dem_2_2,1.056551
SCEN62,y_1_1_3,dem_1_3,0.879981
SCEN62,y_1_2_3,dem_1_3,1.060297
SCEN62,y_1_3_3,dem_1_3,0.690917
SCEN62,y_2_1_3,dem_2_3,0.879981
SCEN62,y_2_2_3,dem_2_3,1.060297
SCEN62,y_2_3_3,dem_2_3,0.690917
SCEN63,y_1_1_1,dem_1_1,1.092028
SCEN63,y_1_2_1,dem_1_1,0.85718
SCEN63,y_1_3_1,dem_1_1,0.638053
SCEN63,y_2_1_1,dem_2_1,1.092028
SCEN63,y_2_2_1,dem_2_1,0.85718
SCEN63,y_2_3_1,dem_2_1,0.638053
SCEN63,y_1_1_2,dem_1_2,0.845252
SCEN63,y_1_2_2,dem_1_2,0.567577
SCEN63,y_1_3_2,dem_1_2,0.782914
SCEN63,y_2_1_2,dem_2_2,0.845252
SCEN63,y_2_2_2,dem_2_2,0.567577
SCEN63,y_2_3_2,dem_2_2,0.782914
SCEN63,y_1_1_3,dem_1_3,0.575266
SCEN63,y_1_2_3,dem_1_3,0.613616
SCEN63,y_1_3_3,dem_1_3,1.274143
SCEN63,y_2_1_3,dem_2_3,0.575266
SCEN63,y_2_2_3,dem_2_3,0.613616
SCEN63,y_2_3_3,dem_2_3,1.274143
SCEN64,y_1_1_1,dem_1_1,1.305334
SCEN64,y_1_2_1,dem_1_1,0.932138
SCEN64,y_1_3_1,dem_1_1,1.45859
SCEN64,y_2_1_1,dem_2_1,1.305334
SCEN64,y_2_2_1,dem_2_1,0.932138
SCEN64,y_2_3_1,dem_2_1,1.45859
SCEN64,y_1_1_2,dem_1_2,1.147377
SCEN64,y_1_2_2,dem_1_2,1.485306
SCEN64,y_1_3_2,dem_1_2,1.046515
SCEN64,y_2_1_2,dem_2_2,1.147377
SCEN64,y_2_2_2,dem_2_2,1.485306
SCEN64,y_2_3_2,dem_2_2,1.046515
SCEN64,y_1_1_3,dem_1_3,0.675827
SCEN64,y_1_2_3,dem_1_3,0.858677
SCEN64,y_1_3_3,dem_1_3,1.154529
SCEN64,y_2_1_3,dem_2_3,0.675827
SCEN64,y_2_2_3,dem_2_3,0.858677
SCEN64,y_2_3_3,dem_2_3,1.154529
SCEN65,y_1_1_1,dem_1_1,0.773505
SCEN65,y_1_2_1,dem_1_1,1.222648
SCEN65,y_1_3_1,dem_1_1,0.604157
SCEN65,y_2_1_1,dem_2_1,0.773505
SCEN65,y_2_2_1,dem_2_1,1.222648
SCEN65,y_2_3_1,dem_2_1,0.604157
SCEN65,y_1_1_2,dem_1_2,1.014893
SCEN65,y_1_2_2,dem_1_2,1.221272
SCEN65,y_1_3_2,dem_1_2,1.342551
SCEN65,y_2_1_2,dem_2_2,1.014893
SCEN65,y_2_2_2,dem_2_2,1.221272
SCEN65,y_2_3_2,dem_2_2,1.342551
SCEN65,y_1_1_3,dem_1_3,0.821825
SCEN65,y_1_2_3,dem_1_3,1.193982
SCEN65,y_1_3_3,dem_1_3,1.271472
SCEN65,y_2_1_3,dem_2_3,0.821825
SCEN65,y_2_2_3,dem_2_3,1.193982
SCEN65,y_2_3_3,dem_2_3,1.271472
SCEN66,y_1_1_1,dem_1_1,0.837695
SCEN66,y_1_2_1,dem_1_1,1.441034
SCEN66,y_1_3_1,dem_1_1,1.2794
SCEN66,y_2_1_1,dem_2_1,0.837695
SCEN66,y_2_2_1,dem_2_1,1.441034
SCEN66,y_2_3_1,dem_2_1,1.2794
SCEN66,y_1_1_2,dem_1_2,0.907838
SCEN66,y_1_2_2,dem_1_2,1.015384
SCEN66,y_1_3_2,dem_1_2,1.263513
SCEN66,y_2_1_2,dem_2_2,0.907838
SCEN66,y_2_2_2,dem_2_2,1.015384
SCEN66,y_2_3_2,dem_2_2,1.263513
SCEN66,y_1_1_3,dem_1_3,1.330923
SCEN66,y_1_2_3,dem_1_3,0.68983
SCEN66,y_1_3_3,dem_1_3,1.235159
SCEN66,y_2_1_3,dem_2_3,1.330923
SCEN66,y_2_2_3,dem_2_3,0.68983
SCEN66,y_2_3_3,dem_2_3,1.235159
SCEN67,y_1_1_1,dem_1_1,1.356797
SCEN67,y_1_2_1,dem_1_1,1.151017
SCEN67,y_1_3_1,dem_1_1,0.941238
SCEN67,y_2_1_1,dem_2_1,1.356797
SCEN67,y_2_2_1,dem_2_1,1.151017
SCEN67,y_2_3_1,dem_2_1,0.941238
SCEN67,y_1_1_2,dem_1_2,1.227696
SCEN67,y_1_2_2,dem_1_2,0.593963
SCEN67,y_1_3_2,dem_1_2,1.040276
SCEN67,y_2_1_2,dem_2_2,1.227696
SCEN67,y_2_2_2,dem_2_2,0.593963
SCEN67,y_2_3_2,dem_2_2,1.040276
SCEN67,y_1_1_3,dem_1_3,0.99851
SCEN67,y_1_2_3,dem_1_3,0.783082
SCEN67,y_1_3_3,dem_1_3,1.373498
SCEN67,y_2_1_3,dem_2_3,0.99851
SCEN67,y_2_2_3,dem_2_3,0.783082
SCEN67,y_2_3_3,dem_2_3,1.373498
SCEN68,y_1_1_1,dem_1_1,0.938292
SCEN68,y_1_2_1,dem_1_1,0.721233
SCEN68,y_1_3_1,dem_1_1,0.52291
SCEN68,y_2_1_1,dem_2_1,0.938292
SCEN68,y_2_2_1,dem_2_1,0.721233
SCEN68,y_2_3_1,dem_2_1,0.52291
SCEN68,y_1_1_2,dem_1_2,1.13578
SCEN68,y_1_2_2,dem_1_2,1.170981
SCEN68,y_1_3_2,dem_1_2,1.18485
SCEN68,y_2_1_2,dem_2_2,1.13578
SCEN68,y_2_2_2,dem_2_2,1.170981
SCEN68,y_2_3_2,dem_2_2,1.18485
SCEN68,y_1_1_3,dem_1_3,1.053241
SCEN68,y_1_2_3,dem_1_3,1.168445
SCEN68,y_1_3_3,dem_1_3,1.137789
SCEN68,y_2_1_3,dem_2_3,1.053241
SCEN68,y_2_2_3,dem_2_3,1.168445
SCEN68,y_2_3_3,dem_2_3,1.137789
SCEN69,y_1_1_1,dem_1_1,1.307437
SCEN69,y_1_2_1,dem_1_1,0.617471
SCEN69,y_1_3_1,dem_1_1,1.399796
SCEN69,y_2_1_1,dem_2_1,1.307437
SCEN69,y_2_2_1,dem_2_1,0.617471
SCEN69,y_2_3_1,dem_2_1,1.399796
SCEN69,y_1_1_2,dem_1_2,1.213698
SCEN69,y_1_2_2,dem_1_2,1.443633
SCEN69,y_1_3_2,dem_1_2,0.887322
SCEN69,y_2_1_2,dem_2_2,1.213698
SCEN69,y_2_2_2,dem_2_2,1.443633
SCEN69,y_2_3_2,dem_2_2,0.887322
SCEN69,y_1_1_3,dem_1_3,0.975174
SCEN69,y_1_2_3,dem_1_3,1.032367
SCEN69,y_1_3_3,dem_1_3,1.236854
SCEN69,y_2_1_3,dem_2_3,0.975174
SCEN69,y_2_2_3,dem_2_3,1.032367
SCEN69,y_2_3_3,dem_2_3,1.236854
SCEN70,y_1_1_1,dem_1_1,1.27757
SCEN70,y_1_2_1,dem_1_1,0.921635
SCEN70,y_1_3_1,dem_1_1,0.556703
SCEN70,y_2_1_1,dem_2_1,1.27757
SCEN70,y_2_2_1,dem_2_1,0.921635
SCEN70,y_2_3_1,dem_2_1,0.556703
SCEN70,y_1_1_2,dem_1_2,1.403955
SCEN70,y_1_2_2,dem_1_2,0.596916
SCEN70,y_1_3_2,dem_1_2,0.935679
SCEN70,y_2_1_2,dem_2_2,1.403955
SCEN70,y_2_2_2,dem_2_2,0.596916
SCEN70,y_2_3_2,dem_2_2,0.935679
SCEN70,y_1_1_3,dem_1_3,0.618097
SCEN70,y_1_2_3,dem_1_3,1.39904
SCEN70,y_1_3_3,dem_1_3,1.171562
SCEN70,y_2_1_3,dem_2_3,0.618097
SCEN70,y_2_2_3,dem_2_3,1.39904
SCEN70,y_2_3_3,dem_2_3,1.171562
SCEN71,y_1_1_1,dem_1_1,0.568941
SCEN71,y_1_2_1,dem_1_1,1.264428
SCEN71,y_1_3_1,dem_1_1,0.599718
SCEN71,y_2_1_1,dem_2_1,0.568941
SCEN71,y_2_2_1,dem_2_1,1.264428
SCEN71,y_2_3_1,dem_2_1,0.599718
SCEN71,y_1_1_2,dem_1_2,1.302384
SCEN71,y_1_2_2,dem_1_2,0.724905
SCEN71,y_1_3_2,dem_1_2,1.165441
SCEN71,y_2_1_2,dem_2_2,1.302384
SCEN71,y_2_2_2,dem_2_2,0.724905
SCEN71,y_2_3_2,dem_2_2,1.165441
SCEN71,y_1_1_3,dem_1_3,1.143647
SCEN71,y_1_2_3,dem_1_3,1.051411
SCEN71,y_1_3_3,dem_1_3,1.451456
SCEN71,y_2_1_3,dem_2_3,1.143647
SCEN71,y_2_2_3,dem_2_3,1.051411
SCEN71,y_2_3_3,dem_2_3,1.451456
SCEN72,y_1_1_1,dem_1_1,1.343681
SCEN72,y_1_2_1,dem_1_1,1.191259
SCEN72,y_1_3_1,dem_1_1,1.001552
SCEN72,y_2_1_1,dem_2_1,1.343681
SCEN72,y_2_2_1,dem_2_1,1.191259
SCEN72,y_2_3_1,dem_2_1,1.001552
SCEN72,y_1_1_2,dem_1_2,1.37614
SCEN72,y_1_2_2,dem_1_2,0.899446
SCEN72,y_1_3_2,dem_1_2,0.989012
SCEN72,y_2_1_2,dem_2_2,1.37614
SCEN72,y_2_2_2,dem_2_2,0.899446
SCEN72,y_2_3_2,dem_2_2,0.989012
SCEN72,y_1_1_3,dem_1_3,1.007918
SCEN72,y_1_2_3,dem_1_3,0.650687
SCEN72,y_1_3_3,dem_1_3,1.219003
SCEN72,y_2_1_3,dem_2_3,1.007918
SCEN72,y_2_2_3,dem_2_3,0.650687
SCEN72,y_2_3_3,dem_2_3,1.219003
SCEN73,y_1_1_1,dem_1_1,0.814407
SCEN73,y_1_2_1,dem_1_1,1.241198
SCEN73,y_1_3_1,dem_1_1,0.929784
SCEN73,y_2_1_1,dem_2_1,0.814407
SCEN73,y_2_2_1,dem_2_1,1.241198
SCEN73,y_2_3_1,dem_2_1,0.929784
SCEN73,y_1_1_2,dem_1_2,0.63289
SCEN73,y_1_2_2,dem_1_2,1.150856
SCEN73,y_1_3_2,dem_1_2,0.599484
SCEN73,y_2_1_2,dem_2_2,0.63289
SCEN73,y_2_2_2,dem_2_2,1.150856
SCEN73,y_2_3_2,dem_2_2,0.599484
SCEN73,y_1_1_3,dem_1_3,1.194807
SCEN73,y_1_2_3,dem_1_3,1.302887
SCEN73,y_1_3_3,dem_1_3,1.490067
SCEN73,y_2_1_3,dem_2_3,1.194807
SCEN73,y_2_2_3,dem_2_3,1.302887
SCEN73,y_2_3_3,dem_2_3,1.490067
SCEN74,y_1_1_1,dem_1_1,1.229935
SCEN74,y_1_2_1,dem_1_1,0.863866
SCEN74,y_1_3_1,dem_1_1,0.59612
SCEN74,y_2_1_1,dem_2_1,1.229935
SCEN74,y_2_2_1,dem_2_1,0.863866
SCEN74,y_2_3_1,dem_2_1,0.59612
SCEN74,y_1_1_2,dem_1_2,1.223753
SCEN74,y_1_2_2,dem_1_2,0.971942
SCEN74,y_1_3_2,dem_1_2,0.696432
SCEN74,y_2_1_2,dem_2_2,1.223753
SCEN74,y_2_2_2,dem_2_2,0.971942
SCEN74,y_2_3_2,dem_2_2,0.696432
SCEN74,y_1_1_3,dem_1_3,0.54384
SCEN74,y_1_2_3,dem_1_3,0.63525
SCEN74,y_1_3_3,dem_1_3,1.03324
SCEN74,y_2_1_3,dem_2_3,0.54384
SCEN74,y_2_2_3,dem_2_3,0.63525
SCEN74,y_2_3_3,dem_2_3,1.03324
SCEN75,y_1_1_1,dem_1_1,1.174001
SCEN75,y_1_2_1,dem_1_1,0.67322
SCEN75,y_1_3_1,dem_1_1,1.284802
SCEN75,y_2_1_1,dem_2_1,1.174001
SCEN75,y_2_2_1,dem_2_1,0.67322
SCEN75,y_2_3_1,dem_2_1,1.284802
SCEN75,y_1_1_2,dem_1_2,0.763801
SCEN75,y_1_2_2,dem_1_2,0.595596
SCEN75,y_1_3_2,dem_1_2,1.454714
SCEN75,y_2_1_2,dem_2_2,0.763801
SCEN75,y_2_2_2,dem_2_2,0.595596
SCEN75,y_2_3_2,dem_2_2,1.454714
SCEN75,y_1_1_3,dem_1_3,0.696322
SCEN75,y_1_2_3,dem_1_3,1.138336
SCEN75,y_1_3_3,dem_1_3,0.50689
SCEN75,y_2_1_3,dem_2_3,0.696322
SCEN75,y_2_2_3,dem_2_3,1.138336
SCEN75,y_2_3_3,dem_2_3,0.50689
SCEN76,y_1_1_1,dem_1_1,1.19765
SCEN76,y_1_2_1,dem_1_1,1.011604
SCEN76,y_1_3_1,dem_1_1,0.697322
SCEN76,y_2_1_1,dem_2_1,1.19765
SCEN76,y_2_2_1,dem_2_1,1.011604
SCEN76,y_2_3_1,dem_2_1,0.697322
SCEN76,y_1_1_2,dem_1_2,1.422751
SCEN76,y_1_2_2,dem_1_2,1.0096
SCEN76,y_1_3_2,dem_1_2,0.512743
SCEN76,y_2_1_2,dem_2_2,1.422751
SCEN76,y_2_2_2,dem_2_2,1.0096
SCEN76,y_2_3_2,dem_2_2,0.512743
SCEN76,y_1_1_3,dem_1_3,1.175546
SCEN76,y_1_2_3,dem_1_3,0.610868
SCEN76,y_1_3_3,dem_1_3,1.083294
SCEN76,y_2_1_3,dem_2_3,1.175546
SCEN76,y_2_2_3,dem_2_3,0.610868
SCEN76,y_2_3_3,dem_2_3,1.083294
SCEN77,y_1_1_1,dem_1_1,0.782384
SCEN77,y_1_2_1,dem_1_1,1.121315
SCEN77,y_1_3_1,dem_1_1,1.425335
SCEN77,y_2_1_1,dem_2_1,0.782384
SCEN77,y_2_2_1,dem_2_1,1.121315
SCEN77,y_2_3_1,dem_2_1,1.425335
SCEN77,y_1_1_2,dem_1_2,0.608087
SCEN77,y_1_2_2,dem_1_2,1.385045
SCEN77,y_1_3_2,dem_1_2,0.634276
SCEN77,y_2_1_2,dem_2_2,0.608087
SCEN77,y_2_2_2,dem_2_2,1.385045
SCEN77,y_2_3_2,dem_2_2,0.634276
SCEN77,y_1_1_3,dem_1_3,0.791738
SCEN77,y_1_2_3,dem_1_3,1.210083
SCEN77,y_1_3_3,dem_1_3,0.68217
SCEN77,y_2_1_3,dem_2_3,0.791738
SCEN77,y_2_2_3,dem_2_3,1.210083
SCEN77,y_2_3_3,dem_2_3,0.68217
SCEN78,y_1_1_1,dem_1_1,1.443854
SCEN78,y_1_2_1,dem_1_1,0.993507
SCEN78,y_1_3_1,dem_1_1,1.345122
SCEN78,y_2_1_1,dem_2_1,1.443854
SCEN78,y_2_2_1,dem_2_1,0.993507
SCEN78,y_2_3_1,dem_2_1,1.345122
SCEN78,y_1_1_2,dem_1_2,0.962453
SCEN78,y_1_2_2,dem_1_2,1.495049
SCEN78,y_1_3_2,dem_1_2,1.152706
SCEN78,y_2_1_2,dem_2_2,0.962453
SCEN78,y_2_2_2,dem_2_2,1.495049
SCEN78,y_2_3_2,dem_2_2,1.152706
SCEN78,y_1_1_3,dem_1_3,0.961391
SCEN78,y_1_2_3,dem_1_3,0.9025
SCEN78,y_1_3_3,dem_1_3,1.033398
SCEN78,y_2_1_3,dem_2_3,0.961391
SCEN78,y_2_2_3,dem_2_3,0.9025
SCEN78,y_2_3_3,dem_2_3,1.033398
SCEN79,y_1_1_1,dem_1_1,1.277554
SCEN79,y_1_2_1,dem_1_1,0.588441
SCEN79,y_1_3_1,dem_1_1,1.38281
SCEN79,y_2_1_1,dem_2_1,1.277554
SCEN79,y_2_2_1,dem_2_1,0.588441
SCEN79,y_2_3_1,dem_2_1,1.38281
SCEN79,y_1_1_2,dem_1_2,0.572652
SCEN79,y_1_2_2,dem_1_2,0.502671
SCEN79,y_1_3_2,dem_1_2,1.282423
SCEN79,y_2_1_2,dem_2_2,0.572652
SCEN79,y_2_2_2,dem_2_2,0.502671
SCEN79,y_2_3_2,dem_2_2,1.282423
SCEN79,y_1_1_3,dem_1_3,1.328172
SCEN79,y_1_2_3,dem_1_3,0.587122
SCEN79,y_1_3_3,dem_1_3,1.147882
SCEN79,y_2_1_3,dem_2_3,1.328172
SCEN79,y_2_2_3,dem_2_3,0.587122
SCEN79,y_2_3_3,dem_2_3,1.147882
SCEN80,y_1_1_1,dem_1_1,0.828473
SCEN80,y_1_2_1,dem_1_1,0.641642
SCEN80,y_1_3_1,dem_1_1,0.598866
SCEN80,y_2_1_1,dem_2_1,0.828473
SCEN80,y_2_2_1,dem_2_1,0.641642
SCEN80,y_2_3_1,dem_2_1,0.598866
SCEN80,y_1_1_2,dem_1_2,1.462778
SCEN80,y_1_2_2,dem_1_2,1.433508
SCEN80,y_1_3_2,dem_1_2,0.859188
SCEN80,y_2_1_2,dem_2_2,1.462778
SCEN80,y_2_2_2,dem_2_2,1.433508
SCEN80,y_2_3_2,dem_2_2,0.859188
SCEN80,y_1_1_3,dem_1_3,1.206259
SCEN80,y_1_2_3,dem_1_3,0.985903
SCEN80,y_1_3_3,dem_1_3,1.418829
SCEN80,y_2_1_3,dem_2_3,1.206259
SCEN80,y_2_2_3,dem_2_3,0.985903
SCEN80,y_2_3_3,dem_2_3,1.418829
SCEN81,y_1_1_1,dem_1_1,1.204741
SCEN81,y_1_2_1,dem_1_1,0.721938
SCEN81,y_1_3_1,dem_1_1,0.838765
SCEN81,y_2_1_1,dem_2_1,1.204741
SCEN81,y_2_2_1,dem_2_1,0.721938
SCEN81,y_2_3_1,dem_2_1,0.838765
SCEN81,y_1_1_2,dem_1_2,0.745696
SCEN81,y_1_2_2,dem_1_2,0.883384
SCEN81,y_1_3_2,dem_1_2,0.85003
SCEN81,y_2_1_2,dem_2_2,0.745696
SCEN81,y_2_2_2,dem_2_2,0.883384
SCEN81,y_2_3_2,dem_2_2,0.85003
SCEN81,y_1_1_3,dem_1_3,1.319377
SCEN81,y_1_2_3,dem_1_3,0.543527
SCEN81,y_1_3_3,dem_1_3,1.277353
SCEN81,y_2_1_3,dem_2_3,1.319377
SCEN81,y_2_2_3,dem_2_3,0.543527
SCEN81,y_2_3_3,dem_2_3,1.277353
SCEN82,y_1_1_1,dem_1_1,1.056882
SCEN82,y_1_2_1,dem_1_1,0.647088
SCEN82,y_1_3_1,dem_1_1,1.002192
SCEN82,y_2_1_1,dem_2_1,1.056882
SCEN82,y_2_2_1,dem_2_1,0.647088
SCEN82,y_2_3_1,dem_2_1,1.002192
SCEN82,y_1_1_2,dem_1_2,1.485881
SCEN82,y_1_2_2,dem_1_2,0.848159
SCEN82,y_1_3_2,dem_1_2,0.783295
SCEN82,y_2_1_2,dem_2_2,1.485881
SCEN82,y_2_2_2,dem_2_2,0.848159
SCEN82,y_2_3_2,dem_2_2,0.783295
SCEN82,y_1_1_3,dem_1_3,0.627966
SCEN82,y_1_2_3,dem_1_3,0.575685
SCEN82,y_1_3_3,dem_1_3,1.129648
SCEN82,y_2_1_3,dem_2_3,0.627966
SCEN82,y_2_2_3,dem_2_3,0.575685
SCEN82,y_2_3_3,dem_2_3,1.129648
SCEN83,y_1_1_1,dem_1_1,0.771245
SCEN83,y_1_2_1,dem_1_1,0.566783
SCEN83,y_1_3_1,dem_1_1,0.833574
SCEN83,y_2_1_1,dem_2_1,0.771245
SCEN83,y_2_2_1,dem_2_1,0.566783
SCEN83,y_2_3_1,dem_2_1,0.833574
SCEN83,y_1_1_2,dem_1_2,0.968014
SCEN83,y_1_2_2,dem_1_2,1.460138
SCEN83,y_1_3_2,dem_1_2,1.455855
SCEN83,y_2_1_2,dem_2_2,0.968014
SCEN83,y_2_2_2,dem_2_2,1.460138
SCEN83,y_2_3_2,dem_2_2,1.455855
SCEN83,y_1_1_3,dem_1_3,0.533246
SCEN83,y_1_2_3,dem_1_3,0.867397
SCEN83,y_1_3_3,dem_1_3,1.23352
SCEN83,y_2_1_3,dem_2_3,0.533246
SCEN83,y_2_2_3,dem_2_3,0.867397
SCEN83,y_2_3_3,dem_2_3,1.23352
SCEN84,y_1_1_1,dem_1_1,0.777267
SCEN84,y_1_2_1,dem_1_1,1.189849
SCEN84,y_1_3_1,dem_1_1,1.458824
SCEN84,y_2_1_1,dem_2_1,0.777267
SCEN84,y_2_2_1,dem_2_1,1.189849
SCEN84,y_2_3_1,dem_2_1,1.458824
SCEN84,y_1_1_2,dem_1_2,0.985574
SCEN84,y_1_2_2,dem_1_2,1.310364
SCEN84,y_1_3_2,dem_1_2,0.578269
SCEN84,y_2_1_2,dem_2_2,0.985574
SCEN84,y_2_2_2,dem_2_2,1.310364
SCEN84,y_2_3_2,dem_2_2,0.578269
SCEN84,y_1_1_3,dem_1_3,1.313837
SCEN84,y_1_2_3,dem_1_3,1.110372
SCEN84,y_1_3_3,dem_1_3,1.232035
SCEN84,y_2_1_3,dem_2_3,1.313837
SCEN84,y_2_2_3,dem_2_3,1.110372
SCEN84,y_2_3_3,dem_2_3,1.232035
SCEN85,y_1_1_1,dem_1_1,1.437187
SCEN85,y_1_2_1,dem_1_1,1.202958
SCEN85,y_1_3_1,dem_1_1,0.914223
SCEN85,y_2_1_1,dem_2_1,1.437187
SCEN85,y_2_2_1,dem_2_1,1.202958
SCEN85,y_2_3_1,dem_2_1,0.914223
SCEN85,y_1_1_2,dem_1_2,0.648614
SCEN85,y_1_2_2,dem_1_2,0.600265
SCEN85,y_1_3_2,dem_1_2,0.641858
SCEN85,y_2_1_2,dem_2_2,0.648614
SCEN85,y_2_2_2,dem_2_2,0.600265
SCEN85,y_2_3_2,dem_2_2,0.641858
SCEN85,y_1_1_3,dem_1_3,1.243903
SCEN85,y_1_2_3,dem_1_3,0.754638
SCEN85,y_1_3_3,dem_1_3,0.55419
SCEN85,y_2_1_3,dem_2_3,1.243903
SCEN85,y_2_2_3,dem_2_3,0.754638
SCEN85,y_2_3_3,dem_2_3,0.55419
SCEN86,y_1_1_1,dem_1_1,1.448784
SCEN86,y_1_2_1,dem_1_1,0.993878
SCEN86,y_1_3_1,dem_1_1,1.461609
SCEN86,y_2_1_1,dem_2_1,1.448784
SCEN86,y_2_2_1,dem_2_1,0.993878
SCEN86,y_2_3_1,dem_2_1,1.461609
SCEN86,y_1_1_2,dem_1_2,1.239792
SCEN86,y_1_2_2,dem_1_2,1.372352
SCEN86,y_1_3_2,dem_1_2,1.109756
SCEN86,y_2_1_2,dem_2_2,1.239792
SCEN86,y_2_2_2,dem_2_2,1.372352
SCEN86,y_2_3_2,dem_2_2,1.109756
SCEN86,y_1_1_3,dem_1_3,1.452672
SCEN86,y_1_2_3,dem_1_3,1.142926
SCEN86,y_1_3_3,dem_1_3,1.315069
SCEN86,y_2_1_3,dem_2_3,1.452672
SCEN86,y_2_2_3,dem_2_3,1.142926
SCEN86,y_2_3_3,dem_2_3,1.315069
SCEN87,y_1_1_1,dem_1_1,1.25153
SCEN87,y_1_2_1,dem_1_1,1.485711
SCEN87,y_1_3_1,dem_1_1,1.322188
SCEN87,y_2_1_1,dem_2_1,1.25153
SCEN87,y_2_2_1,dem_2_1,1.485711
SCEN87,y_2_3_1,dem_2_1,1.322188
SCEN87,y_1_1_2,dem_1_2,0.994188
SCEN87,y_1_2_2,dem_1_2,0.808665
SCEN87,y_1_3_2,dem_1_2,1.03294
SCEN87,y_2_1_2,dem_2_2,0.994188
SCEN87,y_2_2_2,dem_2_2,0.808665
SCEN87,y_2_3_2,dem_2_2,1.03294
SCEN87,y_1_1_3,dem_1_3,0.931192
SCEN87,y_1_2_3,dem_1_3,1.173029
SCEN87,y_1_3_3,dem_1_3,0.71506
SCEN87,y_2_1_3,dem_2_3,0.931192
SCEN87,y_2_2_3,dem_2_3,1.173029
SCEN87,y_2_3_3,dem_2_3,0.71506
SCEN88,y_1_1_1,dem_1_1,0.622652
SCEN88,y_1_2_1,dem_1_1,0.753137
SCEN88,y_1_3_1,dem_1_1,1.327917
SCEN88,y_2_1_1,dem_2_1,0.622652
SCEN88,y_2_2_1,dem_2_1,0.753137
SCEN88,y_2_3_1,dem_2_1,1.327917
SCEN88,y_1_1_2,dem_1_2,1.461568
SCEN88,y_1_2_2,dem_1_2,1.053741
SCEN88,y_1_3_2,dem_1_2,1.051689
SCEN88,y_2_1_2,dem_2_2,1.461568
SCEN88,y_2_2_2,dem_2_2,1.053741
SCEN88,y_2_3_2,dem_2_2,1.051689
SCEN88,y_1_1_3,dem_1_3,0.56697
SCEN88,y_1_2_3,dem_1_3,1.262169
SCEN88,y_1_3_3,dem_1_3,0.650221
SCEN88,y_2_1_3,dem_2_3,0.56697
SCEN88,y_2_2_3,dem_2_3,1.262169
SCEN88,y_2_3_3,dem_2_3,0.650221
SCEN89,y_1_1_1,dem_1_1,1.041294
SCEN89,y_1_2_1,dem_1_1,0.68658
SCEN89,y_1_3_1,dem_1_1,0.894666
SCEN89,y_2_1_1,dem_2_1,1.041294
SCEN89,y_2_2_1,dem_2_1,0.68658
SCEN89,y_2_3_1,dem_2_1,0.894666
SCEN89,y_1_1_2,dem_1_2,1.367282
SCEN89,y_1_2_2,dem_1_2,1.152509
SCEN89,y_1_3_2,dem_1_2,1.075769
SCEN89,y_2_1_2,dem_2_2,1.367282
SCEN89,y_2_2_2,dem_2_2,1.152509
SCEN89,y_2_3_2,dem_2_2,1.075769
SCEN89,y_1_1_3,dem_1_3,1.227508
SCEN89,y_1_2_3,dem_1_3,1.161333
SCEN89,y_1_3_3,dem_1_3,0.796179
SCEN89,y_2_1_3,dem_2_3,1.227508
SCEN89,y_2_2_3,dem_2_3,1.161333
SCEN89,y_2_3_3,dem_2_3,0.796179
SCEN90,y_1_1_1,dem_1_1,1.322112
SCEN90,y_1_2_1,dem_1_1,0.920064
SCEN90,y_1_3_1,dem_1_1,1.431364
SCEN90,y_2_1_1,dem_2_1,1.322112
SCEN90,y_2_2_1,dem_2_1,0.920064
SCEN90,y_2_3_1,dem_2_1,1.431364
SCEN90,y_1_1_2,dem_1_2,1.055815
SCEN90,y_1_2_2,dem_1_2,0.775493
