variable,value
SCEN42.u_2_2,1.0
SCEN42.x_1_3,0.8430249999999999
SCEN42.u_1_3,1.0
SCEN42.x_2_3,0.0
SCEN42.u_2_3,0.0
SCEN42.y_1_1_1,-0.0
SCEN42.y_2_1_1,1.0
SCEN42.z_1_1,0.0
SCEN42.y_1_2_1,0.0
SCEN42.y_2_2_1,0.0
SCEN42.z_2_1,1.0
SCEN42.y_1_3_1,0.0
SCEN42.y_2_3_1,0.0
SCEN42.z_3_1,1.0
SCEN42.y_1_1_2,-0.0
SCEN42.y_2_1_2,1.0
SCEN42.z_1_2,0.0
SCEN42.y_1_2_2,1.0
SCEN42.y_2_2_2,0.0
SCEN42.z_2_2,0.0
SCEN42.y_1_3_2,1.0
SCEN42.y_2_3_2,-0.0
SCEN42.z_3_2,0.0
SCEN42.y_1_1_3,1.0
SCEN42.y_2_1_3,-0.0
SCEN42.z_1_3,0.0
SCEN42.y_1_2_3,1.0
SCEN42.y_2_2_3,0.0
SCEN42.z_2_3,0.0
SCEN42.y_1_3_3,-0.0
SCEN42.y_2_3_3,1.0
SCEN42.z_3_3,0.0
SCEN43.x_1_1,0.9985949999999999
SCEN43.u_1_1,1.0
SCEN43.x_2_1,1.0
SCEN43.u_2_1,1.0
SCEN43.x_1_2,1.0
SCEN43.u_1_2,1.0
SCEN43.x_2_2,0.49557000000000007
SCEN43.u_2_2,1.0
SCEN43.x_1_3,0.8430249999999999
SCEN43.u_1_3,1.0
SCEN43.x_2_3,0.0
SCEN43.u_2_3,0.0
SCEN43.y_1_1_1,0.0
SCEN43.y_2_1_1,0.0
SCEN43.z_1_1,1.0
SCEN43.y_1_2_1,0.0
SCEN43.y_2_2_1,0.0
SCEN43.z_2_1,1.0
SCEN43.y_1_3_1,-0.0
SCEN43.y_2_3_1,1.0
SCEN43.z_3_1,0.0
SCEN43.y_1_1_2,-0.0
SCEN43.y_2_1_2,0.0
SCEN43.z_1_2,1.0
SCEN43.y_1_2_2,0.0
SCEN43.y_2_2_2,1.0
SCEN43.z_2_2,0.0
SCEN43.y_1_3_2,1.0
SCEN43.y_2_3_2,-0.0
SCEN43.z_3_2,0.0
SCEN43.y_1_1_3,1.0
SCEN43.y_2_1_3,-0.0
SCEN43.z_1_3,0.0
SCEN43.y_1_2_3,1.0
SCEN43.y_2_2_3,0.0
SCEN43.z_2_3,0.0
SCEN43.y_1_3_3,-0.0
SCEN43.y_2_3_3,1.0
SCEN43.z_3_3,0.0
SCEN44.x_1_1,0.9985949999999999
SCEN44.u_1_1,1.0
SCEN44.x_2_1,1.0
SCEN44.u_2_1,1.0
SCEN44.x_1_2,1.0
SCEN44.u_1_2,1.0
SCEN44.x_2_2,0.49557000000000007
SCEN44.u_2_2,1.0
SCEN44.x_1_3,0.8430249999999999
SCEN44.u_1_3,1.0
SCEN44.x_2_3,0.0
SCEN44.u_2_3,0.0
SCEN44.y_1_1_1,1.0
SCEN44.y_2_1_1,0.0
SCEN44.z_1_1,0.0
SCEN44.y_1_2_1,0.0
SCEN44.y_2_2_1,0.0
SCEN44.z_2_1,1.0
SCEN44.y_1_3_1,0.0
SCEN44.y_2_3_1,1.0
SCEN44.z_3_1,0.0
SCEN44.y_1_1_2,1.0
SCEN44.y_2_1_2,-0.0
SCEN44.z_1_2,0.0
SCEN44.y_1_2_2,0.0
SCEN44.y_2_2_2,1.0
SCEN44.z_2_2,0.0
SCEN44.y_1_3_2,1.0
SCEN44.y_2_3_2,0.0
SCEN44.z_3_2,0.0
SCEN44.y_1_1_3,1.0
SCEN44.y_2_1_3,-0.0
SCEN44.z_1_3,0.0
SCEN44.y_1_2_3,-0.0
SCEN44.y_2_2_3,1.0
SCEN44.z_2_3,0.0
SCEN44.y_1_3_3,-0.0
SCEN44.y_2_3_3,1.0
SCEN44.z_3_3,0.0
SCEN45.x_1_1,0.9985949999999999
SCEN45.u_1_1,1.0
SCEN45.x_2_1,1.0
SCEN45.u_2_1,1.0
SCEN45.x_1_2,1.0
SCEN45.u_1_2,1.0
SCEN45.x_2_2,0.49557000000000007
SCEN45.u_2_2,1.0
SCEN45.x_1_3,0.8430249999999999
SCEN45.u_1_3,1.0
SCEN45.x_2_3,0.0
SCEN45.u_2_3,0.0
SCEN45.y_1_1_1,1.0
SCEN45.y_2_1_1,0.0
SCEN45.z_1_1,0.0
SCEN45.y_1_2_1,-0.0
SCEN45.y_2_2_1,-0.0
SCEN45.z_2_1,1.0
SCEN45.y_1_3_1,0.0
SCEN45.y_2_3_1,1.0
SCEN45.z_3_1,0.0
SCEN45.y_1_1_2,1.0
SCEN45.y_2_1_2,0.0
SCEN45.z_1_2,0.0
SCEN45.y_1_2_2,0.0
SCEN45.y_2_2_2,1.0
SCEN45.z_2_2,0.0
SCEN45.y_1_3_2,1.0
SCEN45.y_2_3_2,0.0
SCEN45.z_3_2,0.0
SCEN45.y_1_1_3,1.0
SCEN45.y_2_1_3,0.0
SCEN45.z_1_3,0.0
SCEN45.y_1_2_3,-0.0
SCEN45.y_2_2_3,1.0
SCEN45.z_2_3,0.0
SCEN45.y_1_3_3,1.0
SCEN45.y_2_3_3,-0.0
SCEN45.z_3_3,0.0
SCEN46.x_1_1,0.9985949999999999
SCEN46.u_1_1,1.0
SCEN46.x_2_1,1.0
SCEN46.u_2_1,1.0
SCEN46.x_1_2,1.0
SCEN46.u_1_2,1.0
SCEN46.x_2_2,0.49557000000000007
SCEN46.u_2_2,1.0
SCEN46.x_1_3,0.8430249999999999
SCEN46.u_1_3,1.0
SCEN46.x_2_3,0.0
SCEN46.u_2_3,0.0
SCEN46.y_1_1_1,1.0
SCEN46.y_2_1_1,0.0
SCEN46.z_1_1,0.0
SCEN46.y_1_2_1,0.0
SCEN46.y_2_2_1,0.0
SCEN46.z_2_1,1.0
SCEN46.y_1_3_1,-0.0
SCEN46.y_2_3_1,1.0
SCEN46.z_3_1,0.0
SCEN46.y_1_1_2,-0.0
SCEN46.y_2_1_2,1.0
SCEN46.z_1_2,0.0
SCEN46.y_1_2_2,1.0
SCEN46.y_2_2_2,0.0
SCEN46.z_2_2,0.0
SCEN46.y_1_3_2,1.0
SCEN46.y_2_3_2,-0.0
SCEN46.z_3_2,0.0
SCEN46.y_1_1_3,1.0
SCEN46.y_2_1_3,-0.0
SCEN46.z_1_3,0.0
SCEN46.y_1_2_3,1.0
SCEN46.y_2_2_3,-0.0
SCEN46.z_2_3,0.0
SCEN46.y_1_3_3,-0.0
SCEN46.y_2_3_3,1.0
SCEN46.z_3_3,0.0
SCEN47.x_1_1,0.9985949999999999
SCEN47.u_1_1,1.0
SCEN47.x_2_1,1.0
SCEN47.u_2_1,1.0
SCEN47.x_1_2,1.0
SCEN47.u_1_2,1.0
SCEN47.x_2_2,0.49557000000000007
SCEN47.u_2_2,1.0
SCEN47.x_1_3,0.8430249999999999
SCEN47.u_1_3,1.0
SCEN47.x_2_3,0.0
SCEN47.u_2_3,0.0
SCEN47.y_1_1_1,0.0
SCEN47.y_2_1_1,0.0
SCEN47.z_1_1,1.0
SCEN47.y_1_2_1,0.0
SCEN47.y_2_2_1,0.0
SCEN47.z_2_1,1.0
SCEN47.y_1_3_1,-0.0
SCEN47.y_2_3_1,1.0
SCEN47.z_3_1,0.0
SCEN47.y_1_1_2,-0.0
SCEN47.y_2_1_2,1.0
SCEN47.z_1_2,0.0
SCEN47.y_1_2_2,1.0
SCEN47.y_2_2_2,0.0
SCEN47.z_2_2,0.0
SCEN47.y_1_3_2,1.0
SCEN47.y_2_3_2,-0.0
SCEN47.z_3_2,0.0
SCEN47.y_1_1_3,1.0
SCEN47.y_2_1_3,-0.0
SCEN47.z_1_3,0.0
SCEN47.y_1_2_3,-0.0
SCEN47.y_2_2_3,1.0
SCEN47.z_2_3,0.0
SCEN47.y_1_3_3,-0.0
SCEN47.y_2_3_3,1.0
SCEN47.z_3_3,0.0
SCEN48.x_1_1,0.9985949999999999
SCEN48.u_1_1,1.0
SCEN48.x_2_1,1.0
SCEN48.u_2_1,1.0
SCEN48.x_1_2,1.0
SCEN48.u_1_2,1.0
SCEN48.x_2_2,0.49557000000000007
SCEN48.u_2_2,1.0
SCEN48.x_1_3,0.8430249999999999
SCEN48.u_1_3,1.0
SCEN48.x_2_3,0.0
SCEN48.u_2_3,0.0
SCEN48.y_1_1_1,0.0
SCEN48.y_2_1_1,0.0
SCEN48.z_1_1,1.0
SCEN48.y_1_2_1,-0.0
SCEN48.y_2_2_1,1.0
SCEN48.z_2_1,0.0
SCEN48.y_1_3_1,0.0
SCEN48.y_2_3_1,0.0
SCEN48.z_3_1,1.0
SCEN48.y_1_1_2,-0.0
SCEN48.y_2_1_2,1.0
SCEN48.z_1_2,0.0
SCEN48.y_1_2_2,-0.0
SCEN48.y_2_2_2,1.0
SCEN48.z_2_2,0.0
SCEN48.y_1_3_2,1.0
SCEN48.y_2_3_2,-0.0
SCEN48.z_3_2,0.0
SCEN48.y_1_1_3,1.0
SCEN48.y_2_1_3,-0.0
SCEN48.z_1_3,0.0
SCEN48.y_1_2_3,-0.0
SCEN48.y_2_2_3,1.0
SCEN48.z_2_3,0.0
SCEN48.y_1_3_3,-0.0
SCEN48.y_2_3_3,1.0
SCEN48.z_3_3,0.0
SCEN49.x_1_1,0.9985949999999999
SCEN49.u_1_1,1.0
SCEN49.x_2_1,1.0
SCEN49.u_2_1,1.0
SCEN49.x_1_2,1.0
SCEN49.u_1_2,1.0
SCEN49.x_2_2,0.49557000000000007
SCEN49.u_2_2,1.0
SCEN49.x_1_3,0.8430249999999999
SCEN49.u_1_3,1.0
SCEN49.x_2_3,0.0
SCEN49.u_2_3,0.0
SCEN49.y_1_1_1,-0.0
SCEN49.y_2_1_1,1.0
SCEN49.z_1_1,0.0
SCEN49.y_1_2_1,0.0
SCEN49.y_2_2_1,0.0
SCEN49.z_2_1,1.0
SCEN49.y_1_3_1,0.0
SCEN49.y_2_3_1,0.0
SCEN49.z_3_1,1.0
SCEN49.y_1_1_2,1.0
SCEN49.y_2_1_2,0.0
SCEN49.z_1_2,0.0
SCEN49.y_1_2_2,-0.0
SCEN49.y_2_2_2,1.0
SCEN49.z_2_2,0.0
SCEN49.y_1_3_2,1.0
SCEN49.y_2_3_2,0.0
SCEN49.z_3_2,0.0
SCEN49.y_1_1_3,1.0
SCEN49.y_2_1_3,0.0
SCEN49.z_1_3,0.0
SCEN49.y_1_2_3,1.0
SCEN49.y_2_2_3,0.0
SCEN49.z_2_3,0.0
SCEN49.y_1_3_3,0.0
SCEN49.y_2_3_3,1.0
SCEN49.z_3_3,0.0
SCEN50.x_1_1,0.9985949999999999
SCEN50.u_1_1,1.0
SCEN50.x_2_1,1.0
SCEN50.u_2_1,1.0
SCEN50.x_1_2,1.0
SCEN50.u_1_2,1.0
SCEN50.x_2_2,0.49557000000000007
SCEN50.u_2_2,1.0
SCEN50.x_1_3,0.8430249999999999
SCEN50.u_1_3,1.0
SCEN50.x_2_3,0.0
SCEN50.u_2_3,0.0
SCEN50.y_1_1_1,0.0
SCEN50.y_2_1_1,0.0
SCEN50.z_1_1,1.0
SCEN50.y_1_2_1,0.0
SCEN50.y_2_2_1,0.0
SCEN50.z_2_1,1.0
SCEN50.y_1_3_1,-0.0
SCEN50.y_2_3_1,1.0
SCEN50.z_3_1,0.0
SCEN50.y_1_1_2,0.0
SCEN50.y_2_1_2,-0.0
SCEN50.z_1_2,1.0
SCEN50.y_1_2_2,0.0
SCEN50.y_2_2_2,1.0
SCEN50.z_2_2,0.0
SCEN50.y_1_3_2,1.0
SCEN50.y_2_3_2,0.0
SCEN50.z_3_2,0.0
SCEN50.y_1_1_3,1.0
SCEN50.y_2_1_3,-0.0
SCEN50.z_1_3,0.0
SCEN50.y_1_2_3,1.0
SCEN50.y_2_2_3,0.0
SCEN50.z_2_3,0.0
SCEN50.y_1_3_3,-0.0
SCEN50.y_2_3_3,1.0
SCEN50.z_3_3,0.0
SCEN51.x_1_1,0.9985949999999999
SCEN51.u_1_1,1.0
SCEN51.x_2_1,1.0
SCEN51.u_2_1,1.0
SCEN51.x_1_2,1.0
SCEN51.u_1_2,1.0
SCEN51.x_2_2,0.49557000000000007
SCEN51.u_2_2,1.0
SCEN51.x_1_3,0.8430249999999999
SCEN51.u_1_3,1.0
SCEN51.x_2_3,0.0
SCEN51.u_2_3,0.0
SCEN51.y_1_1_1,0.0
SCEN51.y_2_1_1,0.0
SCEN51.z_1_1,1.0
SCEN51.y_1_2_1,0.0
SCEN51.y_2_2_1,0.0
SCEN51.z_2_1,1.0
SCEN51.y_1_3_1,0.0
SCEN51.y_2_3_1,0.0
SCEN51.z_3_1,1.0
SCEN51.y_1_1_2,-0.0
SCEN51.y_2_1_2,1.0
SCEN51.z_1_2,0.0
SCEN51.y_1_2_2,1.0
SCEN51.y_2_2_2,0.0
SCEN51.z_2_2,0.0
SCEN51.y_1_3_2,1.0
SCEN51.y_2_3_2,-0.0
SCEN51.z_3_2,0.0
SCEN51.y_1_1_3,1.0
SCEN51.y_2_1_3,-0.0
SCEN51.z_1_3,0.0
SCEN51.y_1_2_3,-0.0
SCEN51.y_2_2_3,1.0
SCEN51.z_2_3,0.0
SCEN51.y_1_3_3,-0.0
SCEN51.y_2_3_3,1.0
SCEN51.z_3_3,0.0
SCEN52.x_1_1,0.9985949999999999
SCEN52.u_1_1,1.0
SCEN52.x_2_1,1.0
SCEN52.u_2_1,1.0
SCEN52.x_1_2,1.0
SCEN52.u_1_2,1.0
SCEN52.x_2_2,0.49557000000000007
SCEN52.u_2_2,1.0
SCEN52.x_1_3,0.8430249999999999
SCEN52.u_1_3,1.0
SCEN52.x_2_3,0.0
SCEN52.u_2_3,0.0
SCEN52.y_1_1_1,1.0
SCEN52.y_2_1_1,0.0
SCEN52.z_1_1,0.0
SCEN52.y_1_2_1,0.0
SCEN52.y_2_2_1,0.0
SCEN52.z_2_1,1.0
SCEN52.y_1_3_1,-0.0
SCEN52.y_2_3_1,1.0
SCEN52.z_3_1,0.0
SCEN52.y_1_1_2,-0.0
SCEN52.y_2_1_2,1.0
SCEN52.z_1_2,0.0
SCEN52.y_1_2_2,1.0
SCEN52.y_2_2_2,0.0
SCEN52.z_2_2,0.0
SCEN52.y_1_3_2,0.0
SCEN52.y_2_3_2,1.0
SCEN52.z_3_2,0.0
SCEN52.y_1_1_3,1.0
SCEN52.y_2_1_3,-0.0
SCEN52.z_1_3,0.0
SCEN52.y_1_2_3,1.0
SCEN52.y_2_2_3,0.0
SCEN52.z_2_3,0.0
SCEN52.y_1_3_3,-0.0
SCEN52.y_2_3_3,1.0
SCEN52.z_3_3,0.0
SCEN53.x_1_1,0.9985949999999999
SCEN53.u_1_1,1.0
SCEN53.x_2_1,1.0
SCEN53.u_2_1,1.0
SCEN53.x_1_2,1.0
SCEN53.u_1_2,1.0
SCEN53.x_2_2,0.49557000000000007
SCEN53.u_2_2,1.0
SCEN53.x_1_3,0.8430249999999999
SCEN53.u_1_3,1.0
SCEN53.x_2_3,0.0
SCEN53.u_2_3,0.0
SCEN53.y_1_1_1,-0.0
SCEN53.y_2_1_1,1.0
SCEN53.z_1_1,0.0
SCEN53.y_1_2_1,0.0
SCEN53.y_2_2_1,0.0
SCEN53.z_2_1,1.0
SCEN53.y_1_3_1,0.0
SCEN53.y_2_3_1,0.0
SCEN53.z_3_1,1.0
SCEN53.y_1_1_2,1.0
SCEN53.y_2_1_2,-0.0
SCEN53.z_1_2,0.0
SCEN53.y_1_2_2,0.0
SCEN53.y_2_2_2,1.0
SCEN53.z_2_2,0.0
SCEN53.y_1_3_2,1.0
SCEN53.y_2_3_2,0.0
SCEN53.z_3_2,0.0
SCEN53.y_1_1_3,1.0
SCEN53.y_2_1_3,-0.0
SCEN53.z_1_3,0.0
SCEN53.y_1_2_3,1.0
SCEN53.y_2_2_3,0.0
SCEN53.z_2_3,0.0
SCEN53.y_1_3_3,-0.0
SCEN53.y_2_3_3,1.0
SCEN53.z_3_3,0.0
SCEN54.x_1_1,0.9985949999999999
SCEN54.u_1_1,1.0
SCEN54.x_2_1,1.0
SCEN54.u_2_1,1.0
SCEN54.x_1_2,1.0
SCEN54.u_1_2,1.0
SCEN54.x_2_2,0.49557000000000007
SCEN54.u_2_2,1.0
SCEN54.x_1_3,0.8430249999999999
SCEN54.u_1_3,1.0
SCEN54.x_2_3,0.0
SCEN54.u_2_3,0.0
SCEN54.y_1_1_1,0.0
SCEN54.y_2_1_1,0.0
SCEN54.z_1_1,1.0
SCEN54.y_1_2_1,0.0
SCEN54.y_2_2_1,0.0
SCEN54.z_2_1,1.0
SCEN54.y_1_3_1,0.0
SCEN54.y_2_3_1,0.0
SCEN54.z_3_1,1.0
SCEN54.y_1_1_2,1.0
SCEN54.y_2_1_2,-0.0
SCEN54.z_1_2,0.0
SCEN54.y_1_2_2,1.0
SCEN54.y_2_2_2,0.0
SCEN54.z_2_2,0.0
SCEN54.y_1_3_2,0.0
SCEN54.y_2_3_2,1.0
SCEN54.z_3_2,0.0
SCEN54.y_1_1_3,1.0
SCEN54.y_2_1_3,-0.0
SCEN54.z_1_3,0.0
SCEN54.y_1_2_3,1.0
SCEN54.y_2_2_3,0.0
SCEN54.z_2_3,0.0
SCEN54.y_1_3_3,-0.0
SCEN54.y_2_3_3,1.0
SCEN54.z_3_3,0.0
SCEN55.x_1_1,0.9985949999999999
SCEN55.u_1_1,1.0
SCEN55.x_2_1,1.0
SCEN55.u_2_1,1.0
SCEN55.x_1_2,1.0
SCEN55.u_1_2,1.0
SCEN55.x_2_2,0.49557000000000007
SCEN55.u_2_2,1.0
SCEN55.x_1_3,0.8430249999999999
SCEN55.u_1_3,1.0
SCEN55.x_2_3,0.0
SCEN55.u_2_3,0.0
SCEN55.y_1_1_1,0.0
SCEN55.y_2_1_1,0.0
SCEN55.z_1_1,1.0
SCEN55.y_1_2_1,-0.0
SCEN55.y_2_2_1,1.0
SCEN55.z_2_1,0.0
SCEN55.y_1_3_1,0.0
SCEN55.y_2_3_1,0.0
SCEN55.z_3_1,1.0
SCEN55.y_1_1_2,-0.0
SCEN55.y_2_1_2,1.0
SCEN55.z_1_2,0.0
SCEN55.y_1_2_2,1.0
SCEN55.y_2_2_2,0.0
SCEN55.z_2_2,0.0
SCEN55.y_1_3_2,1.0
SCEN55.y_2_3_2,-0.0
SCEN55.z_3_2,0.0
SCEN55.y_1_1_3,1.0
SCEN55.y_2_1_3,-0.0
SCEN55.z_1_3,0.0
SCEN55.y_1_2_3,1.0
SCEN55.y_2_2_3,0.0
SCEN55.z_2_3,0.0
SCEN55.y_1_3_3,-0.0
SCEN55.y_2_3_3,1.0
SCEN55.z_3_3,0.0
SCEN56.x_1_1,0.9985949999999999
SCEN56.u_1_1,1.0
SCEN56.x_2_1,1.0
SCEN56.u_2_1,1.0
SCEN56.x_1_2,1.0
SCEN56.u_1_2,1.0
SCEN56.x_2_2,0.49557000000000007
SCEN56.u_2_2,1.0
SCEN56.x_1_3,0.8430249999999999
SCEN56.u_1_3,1.0
SCEN56.x_2_3,0.0
SCEN56.u_2_3,0.0
SCEN56.y_1_1_1,0.0
SCEN56.y_2_1_1,0.0
SCEN56.z_1_1,1.0
SCEN56.y_1_2_1,-0.0
SCEN56.y_2_2_1,1.0
SCEN56.z_2_1,0.0
SCEN56.y_1_3_1,0.0
SCEN56.y_2_3_1,0.0
SCEN56.z_3_1,1.0
SCEN56.y_1_1_2,1.0
SCEN56.y_2_1_2,0.0
SCEN56.z_1_2,0.0
SCEN56.y_1_2_2,0.0
SCEN56.y_2_2_2,1.0
SCEN56.z_2_2,0.0
SCEN56.y_1_3_2,1.0
SCEN56.y_2_3_2,0.0
SCEN56.z_3_2,0.0
SCEN56.y_1_1_3,1.0
SCEN56.y_2_1_3,-0.0
SCEN56.z_1_3,0.0
SCEN56.y_1_2_3,1.0
SCEN56.y_2_2_3,0.0
SCEN56.z_2_3,0.0
SCEN56.y_1_3_3,-0.0
SCEN56.y_2_3_3,1.0
SCEN56.z_3_3,0.0
SCEN57.x_1_1,0.9985949999999999
SCEN57.u_1_1,1.0
SCEN57.x_2_1,1.0
SCEN57.u_2_1,1.0
SCEN57.x_1_2,1.0
SCEN57.u_1_2,1.0
SCEN57.x_2_2,0.49557000000000007
SCEN57.u_2_2,1.0
SCEN57.x_1_3,0.8430249999999999
SCEN57.u_1_3,1.0
SCEN57.x_2_3,0.0
SCEN57.u_2_3,0.0
SCEN57.y_1_1_1,-0.0
SCEN57.y_2_1_1,1.0
SCEN57.z_1_1,0.0
SCEN57.y_1_2_1,0.0
SCEN57.y_2_2_1,0.0
SCEN57.z_2_1,1.0
SCEN57.y_1_3_1,0.0
SCEN57.y_2_3_1,0.0
SCEN57.z_3_1,1.0
SCEN57.y_1_1_2,1.0
SCEN57.y_2_1_2,-0.0
SCEN57.z_1_2,0.0
SCEN57.y_1_2_2,-0.0
SCEN57.y_2_2_2,1.0
SCEN57.z_2_2,0.0
SCEN57.y_1_3_2,1.0
SCEN57.y_2_3_2,0.0
SCEN57.z_3_2,0.0
SCEN57.y_1_1_3,1.0
SCEN57.y_2_1_3,0.0
SCEN57.z_1_3,0.0
SCEN57.y_1_2_3,1.0
SCEN57.y_2_2_3,0.0
SCEN57.z_2_3,0.0
SCEN57.y_1_3_3,0.0
SCEN57.y_2_3_3,1.0
SCEN57.z_3_3,0.0
SCEN58.x_1_1,0.9985949999999999
SCEN58.u_1_1,1.0
SCEN58.x_2_1,1.0
SCEN58.u_2_1,1.0
SCEN58.x_1_2,1.0
SCEN58.u_1_2,1.0
SCEN58.x_2_2,0.49557000000000007
SCEN58.u_2_2,1.0
SCEN58.x_1_3,0.8430249999999999
SCEN58.u_1_3,1.0
SCEN58.x_2_3,0.0
SCEN58.u_2_3,0.0
SCEN58.y_1_1_1,0.0
SCEN58.y_2_1_1,0.0
SCEN58.z_1_1,1.0
SCEN58.y_1_2_1,-0.0
SCEN58.y_2_2_1,1.0
SCEN58.z_2_1,0.0
SCEN58.y_1_3_1,1.0
SCEN58.y_2_3_1,0.0
SCEN58.z_3_1,0.0
SCEN58.y_1_1_2,1.0
SCEN58.y_2_1_2,-0.0
SCEN58.z_1_2,0.0
SCEN58.y_1_2_2,1.0
SCEN58.y_2_2_2,-0.0
SCEN58.z_2_2,0.0
SCEN58.y_1_3_2,0.0
SCEN58.y_2_3_2,1.0
SCEN58.z_3_2,0.0
SCEN58.y_1_1_3,1.0
SCEN58.y_2_1_3,-0.0
SCEN58.z_1_3,0.0
SCEN58.y_1_2_3,1.0
SCEN58.y_2_2_3,0.0
SCEN58.z_2_3,0.0
SCEN58.y_1_3_3,-0.0
SCEN58.y_2_3_3,1.0
SCEN58.z_3_3,0.0
SCEN59.x_1_1,0.9985949999999999
SCEN59.u_1_1,1.0
SCEN59.x_2_1,1.0
SCEN59.u_2_1,1.0
SCEN59.x_1_2,1.0
SCEN59.u_1_2,1.0
SCEN59.x_2_2,0.49557000000000007
SCEN59.u_2_2,1.0
SCEN59.x_1_3,0.8430249999999999
SCEN59.u_1_3,1.0
SCEN59.x_2_3,0.0
SCEN59.u_2_3,0.0
SCEN59.y_1_1_1,-0.0
SCEN59.y_2_1_1,1.0
SCEN59.z_1_1,0.0
SCEN59.y_1_2_1,0.0
SCEN59.y_2_2_1,0.0
SCEN59.z_2_1,1.0
SCEN59.y_1_3_1,0.0
SCEN59.y_2_3_1,0.0
SCEN59.z_3_1,1.0
SCEN59.y_1_1_2,0.0
SCEN59.y_2_1_2,1.0
SCEN59.z_1_2,0.0
SCEN59.y_1_2_2,1.0
SCEN59.y_2_2_2,0.0
SCEN59.z_2_2,0.0
SCEN59.y_1_3_2,1.0
SCEN59.y_2_3_2,-0.0
SCEN59.z_3_2,0.0
SCEN59.y_1_1_3,1.0
SCEN59.y_2_1_3,-0.0
SCEN59.z_1_3,0.0
SCEN59.y_1_2_3,1.0
SCEN59.y_2_2_3,0.0
SCEN59.z_2_3,0.0
SCEN59.y_1_3_3,-0.0
SCEN59.y_2_3_3,1.0
SCEN59.z_3_3,0.0
SCEN60.x_1_1,0.9985949999999999
SCEN60.u_1_1,1.0
SCEN60.x_2_1,1.0
SCEN60.u_2_1,1.0
SCEN60.x_1_2,1.0
SCEN60.u_1_2,1.0
SCEN60.x_2_2,0.49557000000000007
SCEN60.u_2_2,1.0
SCEN60.x_1_3,0.8430249999999999
SCEN60.u_1_3,1.0
SCEN60.x_2_3,0.0
SCEN60.u_2_3,0.0
SCEN60.y_1_1_1,1.0
SCEN60.y_2_1_1,0.0
SCEN60.z_1_1,0.0
SCEN60.y_1_2_1,-0.0
SCEN60.y_2_2_1,-0.0
SCEN60.z_2_1,1.0
SCEN60.y_1_3_1,0.0
SCEN60.y_2_3_1,1.0
SCEN60.z_3_1,0.0
SCEN60.y_1_1_2,1.0
SCEN60.y_2_1_2,0.0
SCEN60.z_1_2,0.0
SCEN60.y_1_2_2,-0.0
SCEN60.y_2_2_2,1.0
SCEN60.z_2_2,0.0
SCEN60.y_1_3_2,1.0
SCEN60.y_2_3_2,-0.0
SCEN60.z_3_2,0.0
SCEN60.y_1_1_3,1.0
SCEN60.y_2_1_3,-0.0
SCEN60.z_1_3,0.0
SCEN60.y_1_2_3,1.0
SCEN60.y_2_2_3,0.0
SCEN60.z_2_3,0.0
SCEN60.y_1_3_3,-0.0
SCEN60.y_2_3_3,1.0
SCEN60.z_3_3,0.0
SCEN61.x_1_1,0.9985949999999999
SCEN61.u_1_1,1.0
SCEN61.x_2_1,1.0
SCEN61.u_2_1,1.0
SCEN61.x_1_2,1.0
SCEN61.u_1_2,1.0
SCEN61.x_2_2,0.49557000000000007
SCEN61.u_2_2,1.0
SCEN61.x_1_3,0.8430249999999999
SCEN61.u_1_3,1.0
SCEN61.x_2_3,0.0
SCEN61.u_2_3,0.0
SCEN61.y_1_1_1,0.0
SCEN61.y_2_1_1,0.0
SCEN61.z_1_1,1.0
SCEN61.y_1_2_1,0.0
SCEN61.y_2_2_1,0.0
SCEN61.z_2_1,1.0
SCEN61.y_1_3_1,0.0
SCEN61.y_2_3_1,0.0
SCEN61.z_3_1,1.0
SCEN61.y_1_1_2,-0.0
SCEN61.y_2_1_2,1.0
SCEN61.z_1_2,0.0
SCEN61.y_1_2_2,1.0
SCEN61.y_2_2_2,0.0
SCEN61.z_2_2,0.0
SCEN61.y_1_3_2,1.0
SCEN61.y_2_3_2,-0.0
SCEN61.z_3_2,0.0
SCEN61.y_1_1_3,1.0
SCEN61.y_2_1_3,-0.0
SCEN61.z_1_3,0.0
SCEN61.y_1_2_3,1.0
SCEN61.y_2_2_3,0.0
SCEN61.z_2_3,0.0
SCEN61.y_1_3_3,-0.0
SCEN61.y_2_3_3,1.0
SCEN61.z_3_3,0.0
SCEN62.x_1_1,0.9985949999999999
SCEN62.u_1_1,1.0
SCEN62.x_2_1,1.0
SCEN62.u_2_1,1.0
SCEN62.x_1_2,1.0
SCEN62.u_1_2,1.0
SCEN62.x_2_2,0.49557000000000007
SCEN62.u_2_2,1.0
SCEN62.x_1_3,0.8430249999999999
SCEN62.u_1_3,1.0
SCEN62.x_2_3,0.0
SCEN62.u_2_3,0.0
SCEN62.y_1_1_1,0.0
SCEN62.y_2_1_1,0.0
SCEN62.z_1_1,1.0
SCEN62.y_1_2_1,0.0
SCEN62.y_2_2_1,0.0
SCEN62.z_2_1,1.0
SCEN62.y_1_3_1,-0.0
SCEN62.y_2_3_1,1.0
SCEN62.z_3_1,0.0
SCEN62.y_1_1_2,1.0
SCEN62.y_2_1_2,-0.0
SCEN62.z_1_2,0.0
SCEN62.y_1_2_2,0.0
SCEN62.y_2_2_2,1.0
SCEN62.z_2_2,0.0
SCEN62.y_1_3_2,1.0
SCEN62.y_2_3_2,0.0
SCEN62.z_3_2,0.0
