variable_name,lower_bound,upper_bound,IIS_lower_bound,IIS_upper_bound,vtype
y_s78_i7_j3_k2,0.0,1.0,0,0,B
y_s78_i8_j10_k0,0.0,1.0,0,0,B
y_s78_i8_j10_k1,0.0,1.0,0,0,B
y_s78_i8_j10_k2,0.0,1.0,0,0,B
y_s78_i9_j6_k0,0.0,1.0,0,0,B
y_s78_i9_j6_k1,0.0,1.0,0,0,B
y_s78_i9_j6_k2,0.0,1.0,0,0,B
y_s78_i10_j5_k0,0.0,1.0,0,0,B
y_s78_i10_j5_k1,0.0,1.0,0,0,B
y_s78_i10_j5_k2,0.0,1.0,0,0,B
y_s78_i11_j8_k0,0.0,1.0,0,0,B
y_s78_i11_j8_k1,0.0,1.0,0,0,B
y_s78_i11_j8_k2,0.0,1.0,0,0,B
y_s78_i12_j11_k0,0.0,1.0,0,0,B
y_s78_i12_j11_k1,0.0,1.0,0,0,B
y_s78_i12_j11_k2,0.0,1.0,0,0,B
y_s78_i13_j14_k0,0.0,1.0,0,0,B
y_s78_i13_j14_k1,0.0,1.0,0,0,B
y_s78_i13_j14_k2,0.0,1.0,0,0,B
y_s78_i14_j12_k0,0.0,1.0,0,0,B
y_s78_i14_j12_k1,0.0,1.0,0,0,B
y_s78_i14_j12_k2,0.0,1.0,0,0,B
y_s78_i15_j13_k0,0.0,1.0,0,0,B
y_s78_i15_j13_k1,0.0,1.0,0,0,B
y_s78_i15_j13_k2,0.0,1.0,0,0,B
y_s78_i16_j17_k0,0.0,1.0,0,0,B
y_s78_i16_j17_k1,0.0,1.0,0,0,B
y_s78_i16_j17_k2,0.0,1.0,0,0,B
y_s78_i17_j38_k0,0.0,1.0,0,0,B
y_s78_i17_j38_k1,0.0,1.0,0,0,B
y_s78_i17_j38_k2,0.0,1.0,0,0,B
y_s78_i18_j20_k0,0.0,1.0,0,0,B
y_s78_i18_j20_k1,0.0,1.0,0,0,B
y_s78_i18_j20_k2,0.0,1.0,0,0,B
y_s78_i19_j45_k0,0.0,1.0,0,0,B
y_s78_i19_j45_k1,0.0,1.0,0,0,B
y_s78_i19_j45_k2,0.0,1.0,0,0,B
y_s78_i20_j16_k0,0.0,1.0,0,0,B
y_s78_i20_j16_k1,0.0,1.0,0,0,B
y_s78_i20_j16_k2,0.0,1.0,0,0,B
y_s78_i21_j24_k0,0.0,1.0,0,0,B
y_s78_i21_j24_k1,0.0,1.0,0,0,B
y_s78_i21_j24_k2,0.0,1.0,0,0,B
y_s78_i22_j21_k0,0.0,1.0,0,0,B
y_s78_i22_j21_k1,0.0,1.0,0,0,B
y_s78_i22_j21_k2,0.0,1.0,0,0,B
y_s78_i23_j46_k0,0.0,1.0,0,0,B
y_s78_i23_j46_k1,0.0,1.0,0,0,B
y_s78_i23_j46_k2,0.0,1.0,0,0,B
y_s78_i24_j23_k0,0.0,1.0,0,0,B
y_s78_i24_j23_k1,0.0,1.0,0,0,B
y_s78_i24_j23_k2,0.0,1.0,0,0,B
y_s78_i25_j31_k0,0.0,1.0,0,0,B
y_s78_i25_j31_k1,0.0,1.0,0,0,B
y_s78_i25_j31_k2,0.0,1.0,0,0,B
y_s78_i26_j27_k0,0.0,1.0,0,0,B
y_s78_i26_j27_k1,0.0,1.0,0,0,B
y_s78_i26_j27_k2,0.0,1.0,0,0,B
y_s78_i27_j28_k0,0.0,1.0,0,0,B
y_s78_i27_j28_k1,0.0,1.0,0,0,B
y_s78_i27_j28_k2,0.0,1.0,0,0,B
y_s78_i28_j25_k0,0.0,1.0,0,0,B
y_s78_i28_j25_k1,0.0,1.0,0,0,B
y_s78_i28_j25_k2,0.0,1.0,0,0,B
y_s78_i29_j7_k0,0.0,1.0,0,0,B
y_s78_i29_j7_k1,0.0,1.0,0,0,B
y_s78_i29_j7_k2,0.0,1.0,0,0,B
y_s78_i30_j29_k0,0.0,1.0,0,0,B
y_s78_i30_j29_k1,0.0,1.0,0,0,B
y_s78_i30_j29_k2,0.0,1.0,0,0,B
y_s78_i31_j30_k0,0.0,1.0,0,0,B
y_s78_i31_j30_k1,0.0,1.0,0,0,B
y_s78_i31_j30_k2,0.0,1.0,0,0,B
y_s78_i32_j40_k0,0.0,1.0,0,0,B
y_s78_i32_j40_k1,0.0,1.0,0,0,B
y_s78_i32_j40_k2,0.0,1.0,0,0,B
y_s78_i33_j35_k0,0.0,1.0,0,0,B
y_s78_i33_j35_k1,0.0,1.0,0,0,B
y_s78_i33_j35_k2,0.0,1.0,0,0,B
y_s78_i34_j33_k0,0.0,1.0,0,0,B
y_s78_i34_j33_k1,0.0,1.0,0,0,B
y_s78_i34_j33_k2,0.0,1.0,0,0,B
y_s78_i35_j32_k0,0.0,1.0,0,0,B
y_s78_i35_j32_k1,0.0,1.0,0,0,B
y_s78_i35_j32_k2,0.0,1.0,0,0,B
y_s78_i36_j49_k0,0.0,1.0,0,0,B
y_s78_i36_j49_k1,0.0,1.0,0,0,B
y_s78_i36_j49_k2,0.0,1.0,0,0,B
y_s78_i37_j39_k0,0.0,1.0,0,0,B
y_s78_i37_j39_k1,0.0,1.0,0,0,B
y_s78_i37_j39_k2,0.0,1.0,0,0,B
y_s78_i38_j15_k0,0.0,1.0,0,0,B
y_s78_i38_j15_k1,0.0,1.0,0,0,B
y_s78_i38_j15_k2,0.0,1.0,0,0,B
y_s78_i39_j53_k0,0.0,1.0,0,0,B
y_s78_i39_j53_k1,0.0,1.0,0,0,B
y_s78_i39_j53_k2,0.0,1.0,0,0,B
y_s78_i40_j37_k0,0.0,1.0,0,0,B
y_s78_i40_j37_k1,0.0,1.0,0,0,B
y_s78_i40_j37_k2,0.0,1.0,0,0,B
y_s78_i41_j4_k0,0.0,1.0,0,0,B
y_s78_i41_j4_k1,0.0,1.0,0,0,B
y_s78_i41_j4_k2,0.0,1.0,0,0,B
y_s78_i42_j44_k0,0.0,1.0,0,0,B
y_s78_i42_j44_k1,0.0,1.0,0,0,B
y_s78_i42_j44_k2,0.0,1.0,0,0,B
y_s78_i43_j19_k0,0.0,1.0,0,0,B
y_s78_i43_j19_k1,0.0,1.0,0,0,B
y_s78_i43_j19_k2,0.0,1.0,0,0,B
y_s78_i44_j50_k0,0.0,1.0,0,0,B
y_s78_i44_j50_k1,0.0,1.0,0,0,B
y_s78_i44_j50_k2,0.0,1.0,0,0,B
y_s78_i45_j18_k0,0.0,1.0,0,0,B
y_s78_i45_j18_k1,0.0,1.0,0,0,B
y_s78_i45_j18_k2,0.0,1.0,0,0,B
y_s78_i46_j42_k0,0.0,1.0,0,0,B
y_s78_i46_j42_k1,0.0,1.0,0,0,B
y_s78_i46_j42_k2,0.0,1.0,0,0,B
y_s78_i47_j41_k0,0.0,1.0,0,0,B
y_s78_i47_j41_k1,0.0,1.0,0,0,B
y_s78_i47_j41_k2,0.0,1.0,0,0,B
y_s78_i48_j51_k0,0.0,1.0,0,0,B
y_s78_i48_j51_k1,0.0,1.0,0,0,B
y_s78_i48_j51_k2,0.0,1.0,0,0,B
y_s78_i49_j26_k0,0.0,1.0,0,0,B
y_s78_i49_j26_k1,0.0,1.0,0,0,B
y_s78_i49_j26_k2,0.0,1.0,0,0,B
y_s78_i50_j48_k0,0.0,1.0,0,0,B
y_s78_i50_j48_k1,0.0,1.0,0,0,B
y_s78_i50_j48_k2,0.0,1.0,0,0,B
y_s78_i51_j36_k0,0.0,1.0,0,0,B
y_s78_i51_j36_k1,0.0,1.0,0,0,B
y_s78_i51_j36_k2,0.0,1.0,0,0,B
y_s78_i52_j47_k0,0.0,1.0,0,0,B
y_s78_i52_j47_k1,0.0,1.0,0,0,B
y_s78_i52_j47_k2,0.0,1.0,0,0,B
y_s78_i53_j43_k0,0.0,1.0,0,0,B
y_s78_i53_j43_k1,0.0,1.0,0,0,B
y_s78_i53_j43_k2,0.0,1.0,0,0,B
y_s96_i0_j2_k0,0.0,1.0,0,0,B
y_s96_i0_j2_k1,0.0,1.0,0,0,B
y_s96_i0_j2_k2,0.0,1.0,0,0,B
y_s96_i1_j22_k0,0.0,1.0,0,0,B
y_s96_i1_j22_k1,0.0,1.0,0,0,B
y_s96_i1_j22_k2,0.0,1.0,0,0,B
y_s96_i2_j1_k0,0.0,1.0,0,0,B
y_s96_i2_j1_k1,0.0,1.0,0,0,B
y_s96_i2_j1_k2,0.0,1.0,0,0,B
y_s96_i3_j9_k0,0.0,1.0,0,0,B
y_s96_i3_j9_k1,0.0,1.0,0,0,B
y_s96_i3_j9_k2,0.0,1.0,0,0,B
y_s96_i4_j34_k0,0.0,1.0,0,0,B
y_s96_i4_j34_k1,0.0,1.0,0,0,B
y_s96_i4_j34_k2,0.0,1.0,0,0,B
y_s96_i5_j0_k0,0.0,1.0,0,0,B
y_s96_i5_j0_k1,0.0,1.0,0,0,B
y_s96_i5_j0_k2,0.0,1.0,0,0,B
y_s96_i6_j52_k0,0.0,1.0,0,0,B
y_s96_i6_j52_k1,0.0,1.0,0,0,B
y_s96_i6_j52_k2,0.0,1.0,0,0,B
y_s96_i7_j3_k0,0.0,1.0,0,0,B
y_s96_i7_j3_k1,0.0,1.0,0,0,B
y_s96_i7_j3_k2,0.0,1.0,0,0,B
y_s96_i8_j10_k0,0.0,1.0,0,0,B
y_s96_i8_j10_k1,0.0,1.0,0,0,B
y_s96_i8_j10_k2,0.0,1.0,0,0,B
y_s96_i9_j6_k0,0.0,1.0,0,0,B
y_s96_i9_j6_k1,0.0,1.0,0,0,B
y_s96_i9_j6_k2,0.0,1.0,0,0,B
y_s96_i10_j5_k0,0.0,1.0,0,0,B
y_s96_i10_j5_k1,0.0,1.0,0,0,B
y_s96_i10_j5_k2,0.0,1.0,0,0,B
y_s96_i11_j8_k0,0.0,1.0,0,0,B
y_s96_i11_j8_k1,0.0,1.0,0,0,B
y_s96_i11_j8_k2,0.0,1.0,0,0,B
y_s96_i12_j11_k0,0.0,1.0,0,0,B
y_s96_i12_j11_k1,0.0,1.0,0,0,B
y_s96_i12_j11_k2,0.0,1.0,0,0,B
y_s96_i13_j14_k0,0.0,1.0,0,0,B
y_s96_i13_j14_k1,0.0,1.0,0,0,B
y_s96_i13_j14_k2,0.0,1.0,0,0,B
y_s96_i14_j12_k0,0.0,1.0,0,0,B
y_s96_i14_j12_k1,0.0,1.0,0,0,B
y_s96_i14_j12_k2,0.0,1.0,0,0,B
y_s96_i15_j13_k0,0.0,1.0,0,0,B
y_s96_i15_j13_k1,0.0,1.0,0,0,B
y_s96_i15_j13_k2,0.0,1.0,0,0,B
y_s96_i16_j17_k0,0.0,1.0,0,0,B
y_s96_i16_j17_k1,0.0,1.0,0,0,B
y_s96_i16_j17_k2,0.0,1.0,0,0,B
y_s96_i17_j38_k0,0.0,1.0,0,0,B
y_s96_i17_j38_k1,0.0,1.0,0,0,B
y_s96_i17_j38_k2,0.0,1.0,0,0,B
y_s96_i18_j20_k0,0.0,1.0,0,0,B
y_s96_i18_j20_k1,0.0,1.0,0,0,B
y_s96_i18_j20_k2,0.0,1.0,0,0,B
y_s96_i19_j45_k0,0.0,1.0,0,0,B
y_s96_i19_j45_k1,0.0,1.0,0,0,B
y_s96_i19_j45_k2,0.0,1.0,0,0,B
y_s96_i20_j16_k0,0.0,1.0,0,0,B
y_s96_i20_j16_k1,0.0,1.0,0,0,B
y_s96_i20_j16_k2,0.0,1.0,0,0,B
y_s96_i21_j24_k0,0.0,1.0,0,0,B
y_s96_i21_j24_k1,0.0,1.0,0,0,B
y_s96_i21_j24_k2,0.0,1.0,0,0,B
y_s96_i22_j21_k0,0.0,1.0,0,0,B
y_s96_i22_j21_k1,0.0,1.0,0,0,B
y_s96_i22_j21_k2,0.0,1.0,0,0,B
y_s96_i23_j46_k0,0.0,1.0,0,0,B
y_s96_i23_j46_k1,0.0,1.0,0,0,B
y_s96_i23_j46_k2,0.0,1.0,0,0,B
y_s96_i24_j23_k0,0.0,1.0,0,0,B
y_s96_i24_j23_k1,0.0,1.0,0,0,B
y_s96_i24_j23_k2,0.0,1.0,0,0,B
y_s96_i25_j31_k0,0.0,1.0,0,0,B
y_s96_i25_j31_k1,0.0,1.0,0,0,B
y_s96_i25_j31_k2,0.0,1.0,0,0,B
y_s96_i26_j27_k0,0.0,1.0,0,0,B
y_s96_i26_j27_k1,0.0,1.0,0,0,B
y_s96_i26_j27_k2,0.0,1.0,0,0,B
y_s96_i27_j28_k0,0.0,1.0,0,0,B
y_s96_i27_j28_k1,0.0,1.0,0,0,B
y_s96_i27_j28_k2,0.0,1.0,0,0,B
y_s96_i28_j25_k0,0.0,1.0,0,0,B
y_s96_i28_j25_k1,0.0,1.0,0,0,B
y_s96_i28_j25_k2,0.0,1.0,0,0,B
y_s96_i29_j7_k0,0.0,1.0,0,0,B
y_s96_i29_j7_k1,0.0,1.0,0,0,B
y_s96_i29_j7_k2,0.0,1.0,0,0,B
y_s96_i30_j29_k0,0.0,1.0,0,0,B
y_s96_i30_j29_k1,0.0,1.0,0,0,B
y_s96_i30_j29_k2,0.0,1.0,0,0,B
y_s96_i31_j30_k0,0.0,1.0,0,0,B
y_s96_i31_j30_k1,0.0,1.0,0,0,B
y_s96_i31_j30_k2,0.0,1.0,0,0,B
y_s96_i32_j40_k0,0.0,1.0,0,0,B
y_s96_i32_j40_k1,0.0,1.0,0,0,B
y_s96_i32_j40_k2,0.0,1.0,0,0,B
y_s96_i33_j35_k0,0.0,1.0,0,0,B
y_s96_i33_j35_k1,0.0,1.0,0,0,B
y_s96_i33_j35_k2,0.0,1.0,0,0,B
y_s96_i34_j33_k0,0.0,1.0,0,0,B
y_s96_i34_j33_k1,0.0,1.0,0,0,B
y_s96_i34_j33_k2,0.0,1.0,0,0,B
y_s96_i35_j32_k0,0.0,1.0,0,0,B
y_s96_i35_j32_k1,0.0,1.0,0,0,B
y_s96_i35_j32_k2,0.0,1.0,0,0,B
y_s96_i36_j49_k0,0.0,1.0,0,0,B
y_s96_i36_j49_k1,0.0,1.0,0,0,B
y_s96_i36_j49_k2,0.0,1.0,0,0,B
y_s96_i37_j39_k0,0.0,1.0,0,0,B
y_s96_i37_j39_k1,0.0,1.0,0,0,B
y_s96_i37_j39_k2,0.0,1.0,0,0,B
y_s96_i38_j15_k0,0.0,1.0,0,0,B
y_s96_i38_j15_k1,0.0,1.0,0,0,B
y_s96_i38_j15_k2,0.0,1.0,0,0,B
y_s96_i39_j53_k0,0.0,1.0,0,0,B
y_s96_i39_j53_k1,0.0,1.0,0,0,B
y_s96_i39_j53_k2,0.0,1.0,0,0,B
y_s96_i40_j37_k0,0.0,1.0,0,0,B
y_s96_i40_j37_k1,0.0,1.0,0,0,B
y_s96_i40_j37_k2,0.0,1.0,0,0,B
y_s96_i41_j4_k0,0.0,1.0,0,0,B
y_s96_i41_j4_k1,0.0,1.0,0,0,B
y_s96_i41_j4_k2,0.0,1.0,0,0,B
y_s96_i42_j44_k0,0.0,1.0,0,0,B
y_s96_i42_j44_k1,0.0,1.0,0,0,B
y_s96_i42_j44_k2,0.0,1.0,0,0,B
y_s96_i43_j19_k0,0.0,1.0,0,0,B
y_s96_i43_j19_k1,0.0,1.0,0,0,B
y_s96_i43_j19_k2,0.0,1.0,0,0,B
y_s96_i44_j50_k0,0.0,1.0,0,0,B
y_s96_i44_j50_k1,0.0,1.0,0,0,B
y_s96_i44_j50_k2,0.0,1.0,0,0,B
y_s96_i45_j18_k0,0.0,1.0,0,0,B
y_s96_i45_j18_k1,0.0,1.0,0,0,B
y_s96_i45_j18_k2,0.0,1.0,0,0,B
y_s96_i46_j42_k0,0.0,1.0,0,0,B
y_s96_i46_j42_k1,0.0,1.0,0,0,B
y_s96_i46_j42_k2,0.0,1.0,0,0,B
y_s96_i47_j41_k0,0.0,1.0,0,0,B
y_s96_i47_j41_k1,0.0,1.0,0,0,B
y_s96_i47_j41_k2,0.0,1.0,0,0,B
y_s96_i48_j51_k0,0.0,1.0,0,0,B
y_s96_i48_j51_k1,0.0,1.0,0,0,B
y_s96_i48_j51_k2,0.0,1.0,0,0,B
y_s96_i49_j26_k0,0.0,1.0,0,0,B
y_s96_i49_j26_k1,0.0,1.0,0,0,B
y_s96_i49_j26_k2,0.0,1.0,0,0,B
y_s96_i50_j48_k0,0.0,1.0,0,0,B
y_s96_i50_j48_k1,0.0,1.0,0,0,B
y_s96_i50_j48_k2,0.0,1.0,0,0,B
y_s96_i51_j36_k0,0.0,1.0,0,0,B
y_s96_i51_j36_k1,0.0,1.0,0,0,B
y_s96_i51_j36_k2,0.0,1.0,0,0,B
y_s96_i52_j47_k0,0.0,1.0,0,0,B
y_s96_i52_j47_k1,0.0,1.0,0,0,B
y_s96_i52_j47_k2,0.0,1.0,0,0,B
y_s96_i53_j43_k0,0.0,1.0,0,0,B
y_s96_i53_j43_k1,0.0,1.0,0,0,B
y_s96_i53_j43_k2,0.0,1.0,0,0,B
y_s64_i0_j2_k0,0.0,1.0,0,0,B
y_s64_i0_j2_k1,0.0,1.0,0,0,B
y_s64_i0_j2_k2,0.0,1.0,0,0,B
y_s64_i1_j22_k0,0.0,1.0,0,0,B
y_s64_i1_j22_k1,0.0,1.0,0,0,B
y_s64_i1_j22_k2,0.0,1.0,0,0,B
y_s64_i2_j1_k0,0.0,1.0,0,0,B
y_s64_i2_j1_k1,0.0,1.0,0,0,B
y_s64_i2_j1_k2,0.0,1.0,0,0,B
y_s64_i3_j9_k0,0.0,1.0,0,0,B
y_s64_i3_j9_k1,0.0,1.0,0,0,B
y_s64_i3_j9_k2,0.0,1.0,0,0,B
y_s64_i4_j34_k0,0.0,1.0,0,0,B
y_s64_i4_j34_k1,0.0,1.0,0,0,B
y_s64_i4_j34_k2,0.0,1.0,0,0,B
y_s64_i5_j0_k0,0.0,1.0,0,0,B
y_s64_i5_j0_k1,0.0,1.0,0,0,B
y_s64_i5_j0_k2,0.0,1.0,0,0,B
y_s64_i6_j52_k0,0.0,1.0,0,0,B
y_s64_i6_j52_k1,0.0,1.0,0,0,B
y_s64_i6_j52_k2,0.0,1.0,0,0,B
y_s64_i7_j3_k0,0.0,1.0,0,0,B
y_s64_i7_j3_k1,0.0,1.0,0,0,B
y_s64_i7_j3_k2,0.0,1.0,0,0,B
y_s64_i8_j10_k0,0.0,1.0,0,0,B
y_s64_i8_j10_k1,0.0,1.0,0,0,B
y_s64_i8_j10_k2,0.0,1.0,0,0,B
y_s64_i9_j6_k0,0.0,1.0,0,0,B
y_s64_i9_j6_k1,0.0,1.0,0,0,B
y_s64_i9_j6_k2,0.0,1.0,0,0,B
y_s64_i10_j5_k0,0.0,1.0,0,0,B
y_s64_i10_j5_k1,0.0,1.0,0,0,B
y_s64_i10_j5_k2,0.0,1.0,0,0,B
y_s64_i11_j8_k0,0.0,1.0,0,0,B
y_s64_i11_j8_k1,0.0,1.0,0,0,B
y_s64_i11_j8_k2,0.0,1.0,0,0,B
y_s64_i12_j11_k0,0.0,1.0,0,0,B
y_s64_i12_j11_k1,0.0,1.0,0,0,B
y_s64_i12_j11_k2,0.0,1.0,0,0,B
y_s64_i13_j14_k0,0.0,1.0,0,0,B
y_s64_i13_j14_k1,0.0,1.0,0,0,B
y_s64_i13_j14_k2,0.0,1.0,0,0,B
y_s64_i14_j12_k0,0.0,1.0,0,0,B
y_s64_i14_j12_k1,0.0,1.0,0,0,B
y_s64_i14_j12_k2,0.0,1.0,0,0,B
y_s64_i15_j13_k0,0.0,1.0,0,0,B
y_s64_i15_j13_k1,0.0,1.0,0,0,B
y_s64_i15_j13_k2,0.0,1.0,0,0,B
y_s64_i16_j17_k0,0.0,1.0,0,0,B
y_s64_i16_j17_k1,0.0,1.0,0,0,B
y_s64_i16_j17_k2,0.0,1.0,0,0,B
y_s64_i17_j38_k0,0.0,1.0,0,0,B
y_s64_i17_j38_k1,0.0,1.0,0,0,B
y_s64_i17_j38_k2,0.0,1.0,0,0,B
y_s64_i18_j20_k0,0.0,1.0,0,0,B
y_s64_i18_j20_k1,0.0,1.0,0,0,B
y_s64_i18_j20_k2,0.0,1.0,0,0,B
y_s64_i19_j45_k0,0.0,1.0,0,0,B
y_s64_i19_j45_k1,0.0,1.0,0,0,B
y_s64_i19_j45_k2,0.0,1.0,0,0,B
y_s64_i20_j16_k0,0.0,1.0,0,0,B
y_s64_i20_j16_k1,0.0,1.0,0,0,B
y_s64_i20_j16_k2,0.0,1.0,0,0,B
y_s64_i21_j24_k0,0.0,1.0,0,0,B
y_s64_i21_j24_k1,0.0,1.0,0,0,B
y_s64_i21_j24_k2,0.0,1.0,0,0,B
y_s64_i22_j21_k0,0.0,1.0,0,0,B
y_s64_i22_j21_k1,0.0,1.0,0,0,B
y_s64_i22_j21_k2,0.0,1.0,0,0,B
y_s64_i23_j46_k0,0.0,1.0,0,0,B
y_s64_i23_j46_k1,0.0,1.0,0,0,B
y_s64_i23_j46_k2,0.0,1.0,0,0,B
y_s64_i24_j23_k0,0.0,1.0,0,0,B
y_s64_i24_j23_k1,0.0,1.0,0,0,B
y_s64_i24_j23_k2,0.0,1.0,0,0,B
y_s64_i25_j31_k0,0.0,1.0,0,0,B
y_s64_i25_j31_k1,0.0,1.0,0,0,B
y_s64_i25_j31_k2,0.0,1.0,0,0,B
y_s64_i26_j27_k0,0.0,1.0,0,0,B
y_s64_i26_j27_k1,0.0,1.0,0,0,B
y_s64_i26_j27_k2,0.0,1.0,0,0,B
y_s64_i27_j28_k0,0.0,1.0,0,0,B
y_s64_i27_j28_k1,0.0,1.0,0,0,B
y_s64_i27_j28_k2,0.0,1.0,0,0,B
y_s64_i28_j25_k0,0.0,1.0,0,0,B
y_s64_i28_j25_k1,0.0,1.0,0,0,B
y_s64_i28_j25_k2,0.0,1.0,0,0,B
y_s64_i29_j7_k0,0.0,1.0,0,0,B
y_s64_i29_j7_k1,0.0,1.0,0,0,B
y_s64_i29_j7_k2,0.0,1.0,0,0,B
y_s64_i30_j29_k0,0.0,1.0,0,0,B
y_s64_i30_j29_k1,0.0,1.0,0,0,B
y_s64_i30_j29_k2,0.0,1.0,0,0,B
y_s64_i31_j30_k0,0.0,1.0,0,0,B
y_s64_i31_j30_k1,0.0,1.0,0,0,B
y_s64_i31_j30_k2,0.0,1.0,0,0,B
y_s64_i32_j40_k0,0.0,1.0,0,0,B
y_s64_i32_j40_k1,0.0,1.0,0,0,B
y_s64_i32_j40_k2,0.0,1.0,0,0,B
y_s64_i33_j35_k0,0.0,1.0,0,0,B
y_s64_i33_j35_k1,0.0,1.0,0,0,B
y_s64_i33_j35_k2,0.0,1.0,0,0,B
y_s64_i34_j33_k0,0.0,1.0,0,0,B
y_s64_i34_j33_k1,0.0,1.0,0,0,B
y_s64_i34_j33_k2,0.0,1.0,0,0,B
y_s64_i35_j32_k0,0.0,1.0,0,0,B
y_s64_i35_j32_k1,0.0,1.0,0,0,B
y_s64_i35_j32_k2,0.0,1.0,0,0,B
y_s64_i36_j49_k0,0.0,1.0,0,0,B
y_s64_i36_j49_k1,0.0,1.0,0,0,B
y_s64_i36_j49_k2,0.0,1.0,0,0,B
y_s64_i37_j39_k0,0.0,1.0,0,0,B
y_s64_i37_j39_k1,0.0,1.0,0,0,B
y_s64_i37_j39_k2,0.0,1.0,0,0,B
y_s64_i38_j15_k0,0.0,1.0,0,0,B
y_s64_i38_j15_k1,0.0,1.0,0,0,B
y_s64_i38_j15_k2,0.0,1.0,0,0,B
y_s64_i39_j53_k0,0.0,1.0,0,0,B
y_s64_i39_j53_k1,0.0,1.0,0,0,B
y_s64_i39_j53_k2,0.0,1.0,0,0,B
y_s64_i40_j37_k0,0.0,1.0,0,0,B
y_s64_i40_j37_k1,0.0,1.0,0,0,B
y_s64_i40_j37_k2,0.0,1.0,0,0,B
y_s64_i41_j4_k0,0.0,1.0,0,0,B
y_s64_i41_j4_k1,0.0,1.0,0,0,B
y_s64_i41_j4_k2,0.0,1.0,0,0,B
y_s64_i42_j44_k0,0.0,1.0,0,0,B
y_s64_i42_j44_k1,0.0,1.0,0,0,B
y_s64_i42_j44_k2,0.0,1.0,0,0,B
y_s64_i43_j19_k0,0.0,1.0,0,0,B
y_s64_i43_j19_k1,0.0,1.0,0,0,B
y_s64_i43_j19_k2,0.0,1.0,0,0,B
y_s64_i44_j50_k0,0.0,1.0,0,0,B
y_s64_i44_j50_k1,0.0,1.0,0,0,B
y_s64_i44_j50_k2,0.0,1.0,0,0,B
y_s64_i45_j18_k0,0.0,1.0,0,0,B
y_s64_i45_j18_k1,0.0,1.0,0,0,B
y_s64_i45_j18_k2,0.0,1.0,0,0,B
y_s64_i46_j42_k0,0.0,1.0,0,0,B
y_s64_i46_j42_k1,0.0,1.0,0,0,B
y_s64_i46_j42_k2,0.0,1.0,0,0,B
y_s64_i47_j41_k0,0.0,1.0,0,0,B
y_s64_i47_j41_k1,0.0,1.0,0,0,B
y_s64_i47_j41_k2,0.0,1.0,0,0,B
y_s64_i48_j51_k0,0.0,1.0,0,0,B
y_s64_i48_j51_k1,0.0,1.0,0,0,B
y_s64_i48_j51_k2,0.0,1.0,0,0,B
y_s64_i49_j26_k0,0.0,1.0,0,0,B
y_s64_i49_j26_k1,0.0,1.0,0,0,B
y_s64_i49_j26_k2,0.0,1.0,0,0,B
y_s64_i50_j48_k0,0.0,1.0,0,0,B
y_s64_i50_j48_k1,0.0,1.0,0,0,B
y_s64_i50_j48_k2,0.0,1.0,0,0,B
y_s64_i51_j36_k0,0.0,1.0,0,0,B
y_s64_i51_j36_k1,0.0,1.0,0,0,B
y_s64_i51_j36_k2,0.0,1.0,0,0,B
y_s64_i52_j47_k0,0.0,1.0,0,0,B
y_s64_i52_j47_k1,0.0,1.0,0,0,B
y_s64_i52_j47_k2,0.0,1.0,0,0,B
y_s64_i53_j43_k0,0.0,1.0,0,0,B
y_s64_i53_j43_k1,0.0,1.0,0,0,B
y_s64_i53_j43_k2,0.0,1.0,0,0,B
y_s20_i0_j2_k0,0.0,1.0,0,0,B
y_s20_i0_j2_k1,0.0,1.0,0,0,B
y_s20_i0_j2_k2,0.0,1.0,0,0,B
y_s20_i1_j22_k0,0.0,1.0,0,0,B
y_s20_i1_j22_k1,0.0,1.0,0,0,B
y_s20_i1_j22_k2,0.0,1.0,0,0,B
y_s20_i2_j1_k0,0.0,1.0,0,0,B
y_s20_i2_j1_k1,0.0,1.0,0,0,B
y_s20_i2_j1_k2,0.0,1.0,0,0,B
y_s20_i3_j9_k0,0.0,1.0,0,0,B
y_s20_i3_j9_k1,0.0,1.0,0,0,B
y_s20_i3_j9_k2,0.0,1.0,0,0,B
y_s20_i4_j34_k0,0.0,1.0,0,0,B
y_s20_i4_j34_k1,0.0,1.0,0,0,B
y_s20_i4_j34_k2,0.0,1.0,0,0,B
y_s20_i5_j0_k0,0.0,1.0,0,0,B
y_s20_i5_j0_k1,0.0,1.0,0,0,B
y_s20_i5_j0_k2,0.0,1.0,0,0,B
y_s20_i6_j52_k0,0.0,1.0,0,0,B
y_s20_i6_j52_k1,0.0,1.0,0,0,B
y_s20_i6_j52_k2,0.0,1.0,0,0,B
y_s20_i7_j3_k0,0.0,1.0,0,0,B
y_s20_i7_j3_k1,0.0,1.0,0,0,B
y_s20_i7_j3_k2,0.0,1.0,0,0,B
y_s20_i8_j10_k0,0.0,1.0,0,0,B
y_s20_i8_j10_k1,0.0,1.0,0,0,B
y_s20_i8_j10_k2,0.0,1.0,0,0,B
y_s20_i9_j6_k0,0.0,1.0,0,0,B
y_s20_i9_j6_k1,0.0,1.0,0,0,B
y_s20_i9_j6_k2,0.0,1.0,0,0,B
y_s20_i10_j5_k0,0.0,1.0,0,0,B
y_s20_i10_j5_k1,0.0,1.0,0,0,B
y_s20_i10_j5_k2,0.0,1.0,0,0,B
y_s20_i11_j8_k0,0.0,1.0,0,0,B
y_s20_i11_j8_k1,0.0,1.0,0,0,B
